Country Name,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Sweden,SWE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,81.66069794,,,,,,,,,,83.09828949,,,,,,,,88.41938019,,89.27999878,
Sint Maarten (Dutch part),SXM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,87.8111496,,,,,,,,91.8364563,,,,,,,,93.95423126,,,,,,,,95.8677063,,96.19999695,
Syrian Arab Republic,SYR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,82.88825226,,80.84452057,,,,,,,,,,86.30000305,,,,,,,
Turks and Caicos Islands,TCA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,10.89465046,,,,,,,25.65420914,,,,28.38142967,,,,,,,,,,,26.00299072,22.31155014,,,,,26.76000023
East Asia & Pacific (IDA & IBRD countries),TEA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,79.52184296,80.87999725,81.45362091,81.98232269,82.58651733,83.18361664,83.71177673,89.42037201,89.78639221,90.1125412,90.41877747,90.86849213,91.24632263,91.61720276,91.93575287,92.3031311,92.65794373,93.8250885,94.05930328,94.37766266,94.46362305,94.3031311,94.52301788,94.6206665,95.03782654,95.2502594,95.40838623,95.59593964,95.65483093,96.06794739,96.22232819,
Europe & Central Asia (IDA & IBRD countries),TEC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,95.92434692,95.96446228,96.0788269,96.19216156,96.30461121,96.41931152,96.58379364,96.68831635,96.9832077,97.04573822,97.15306091,97.22572327,97.30522919,97.36683655,97.52131653,97.70732117,97.67588806,97.76051331,97.77100372,98.24823761,98.52033997,98.74178314,98.8575592,98.9017868,98.93090057,98.95776367,99.06574249,99.06919861,99.10180664,99.16972351,99.19200897,
Togo,TGO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,53.17760086,,,,,,56.88837051,,,57.09337997,,60.40993881,,,,63.74562073,,,,66.53707886,,
Thailand,THA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,92.64653778,,,,,93.50646973,,,,,96.4309082,,,93.70207214,,92.86830902,,,93.76776123,,,94.09999847
Tajikistan,TJK,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,99.45068359,,,,,,,,,,99.69999695,,,,99.80000305,,,,,,,
Turkmenistan,TKM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,98.77832031,,,,,,,,,,99.40000153,,,,,,,,,99.69999695,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,83.91259766,84.50186157,85.14904785,85.81002808,86.39864349,87.02661896,87.36981964,87.67201233,88.17102814,88.48142242,88.73754883,88.83981323,88.9571991,89.74884796,89.73075867,90.22618103,90.16298676,90.83553314,91.09477997,91.38269043,91.37534332,91.96116638,92.18994141,92.23654175,92.69911194,92.88082123,93.36209869,93.40135193,93.56172943,93.98806763,94.01081085,
Timor-Leste,TLS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,37.59999847,,,,,,50.59999847,,,58.30897903,,,,,,,,68.0668335,,69.90000153,
Middle East & North Africa (IDA & IBRD countries),TMN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,55.39319992,56.71228027,57.78863144,58.71173096,59.72954178,61.33858871,62.72917175,63.67242813,64.8328476,65.91586304,66.93988037,68.07852936,68.35671997,72.02604675,72.91452789,72.31369781,72.30207825,72.7177124,73.32022858,73.04463959,73.87197876,74.10549927,77.13475037,76.75495148,78.92595673,76.22794342,77.42990875,78.6571579,75.54756927,75.92459869,76.30580902,
Tonga,TON,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,98.90537262,,,,,,,,,,99.01846313,,,,,99.38552856,,,,,,,99.41436768,,,99.40000153
South Asia (IDA & IBRD),TSA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,45.47354126,45.85607147,47.14712143,48.12266159,48.89400864,49.68190002,50.47919083,51.28044128,56.16014862,56.91392136,57.6868782,58.12730026,59.2090416,60.09762955,60.86875916,60.63879013,60.80881119,61.71054077,63.63489151,64.33466339,66.0164032,66.51304626,67.26596832,68.01159668,68.73356628,69.65641785,70.9983902,71.69451141,71.96769714,72.67485809,73.28027344,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,51.8886795,52.29848862,52.7798996,53.37715149,54.11978912,54.41046143,55.08292007,55.93759918,56.59954834,57.38932037,56.0141716,56.99362183,57.48566055,57.90784836,59.50366974,58.524189,59.76356888,57.28401184,57.37395096,58.17715073,58.73373032,60.3055191,61.49142075,62.34981155,63.00296021,63.59801865,64.30605316,64.68676758,66.13889313,67.05906677,67.27390289,
Trinidad and Tobago,TTO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,96.93855286,,,,,,,,,,97.90000153,,,,,,,,,,98.69999695,,,,,,,,,,,
Tunisia,TUN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,74.29699707,,,77.19039917,77.7146225,,79.13057709,79.65390778,80.21875,,79.03643036,,,,,,,82.69999695
Turkiye,TUR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,79.23245239,,,,,,,,,,,,,,87.36549377,88.22905731,88.1193924,88.65589905,,90.81671906,92.66059875,94.10608673,94.9197464,95.25666046,95.4396286,95.60141754,96.16732788,96.15052795,,96.74221039,,
Tuvalu,TUV,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,69.43090057,,,,,,,,67.80069733,,78.10059357,,,77.88722992,,,,,,81.80000305
Uganda,UGA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,56.10737991,,,,,,,,,,,68.14250946,,,,71.37313843,,,,73.21188354,,70.1982193,,,,,,76.52749634,,,79
Ukraine,UKR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,99.43041229,,,,,,,,,,,99.97434998,,,,,,,,,100
Upper middle income,UMC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,81.91998291,82.98739624,83.51097107,84.01886749,84.50073242,84.98825836,85.43965912,90.14880371,90.5114212,90.82289886,91.06594849,91.42263031,91.69499969,92.11341858,92.37870789,92.73668671,92.92066193,93.88041687,94.11356354,94.20758057,94.2562027,94.69145966,95.17037201,95.17218018,95.46192932,95.21785736,95.81130981,95.77996826,95.51000214,95.85511017,95.94558716,
Uruguay,URY,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,96.78180695,,,,,,,,,,97.78962708,97.8638916,98.16355896,98.26722717,98.07270813,98.33589935,98.39594269,98.36386871,98.43592834,98.52387238,98.56147003,98.61572266,98.70385742,98.7703476,,
United States,USA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,UZB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,98.64257813,,,,,,,,,,,,,99.99485779,99.98055267,99.98383331,99.98657227,,99.9928894,99.99994659,,
St. Vincent and the Grenadines,VCT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venezuela, RB",VEN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,89.82524872,,,,,,,,,,,92.97982788,,,,,,95.1546402,,95.51199341,,94.7702179,,,,96.60521698,97.12709045,,,,,97.5
British Virgin Islands,VGB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,90.27829742,90.15612793,,,,,,,,,93.52044678,,,,,,,,,,95.7538681,,
Vanuatu,VUT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,68.69999695,,,,,74,,,,,78.40000153,,,,,,,,,,84.69999695,,,,87.50630951,,,89.09999847
World,WLD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,74.60587311,75.1521225,75.60765076,76.02014923,76.4298172,76.82639313,77.22888947,79.25021362,80.42651367,80.75253296,80.8703537,81.17598724,81.55425262,82.06909943,82.47206116,82.42295837,82.60816956,82.94480896,83.42507935,83.71627045,84.11115265,84.31716156,84.76016998,84.95265961,85.40184784,85.5592804,86.00863647,86.2482605,86.27850342,86.65676117,86.8143692,
Samoa,WSM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,97.94432831,,,,,,,,,,,,,,,,,,,,98.97325897,,,,,,,99.09577179,,,99.09999847
Kosovo,XKX,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,37.09000015,,,,,,,,,,54.09999847,,,,,,,,,,,,,,,,,
South Africa,ZAF,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,82.40209961,,,,,,,,,,,88.71724701,,92.89485931,92.87731934,93.10214233,93.7294693,,94.13990021,94.36791992,,87.04666901,,95.02297211,,
Zambia,ZMB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,64.99828339,,,,,,,,,68.00179291,,,69.14922333,,,,,61.12709045,,,83.00766754,,,,,,,,86.74796295,,87.5,
Zimbabwe,ZWE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,83.51258087,,,,,,,,,,,,,,,,,,,83.58271027,,,88.69342041,,,,,,,89.69999695
